sale_id,sale_date,product_name,category_name,store_name,country,quantity,price,revenue,claim_status,month,quarter,year,store_performance,price_category
OID-357484,2021-10-21,"iMac (24-inch, M1)",Desktop,Apple Barcelona,Spain,1,1299,1299,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357485,2021-10-21,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357486,2021-10-21,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357487,2021-10-21,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357488,2021-10-21,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357489,2021-10-21,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357490,2021-10-21,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357492,2021-10-21,iPad (9th Gen),Tablet,Apple Barcelona,Spain,1,329,329,Free Replaced,October,4,2021,Excellent,Budget
OID-357493,2021-10-21,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357494,2021-10-21,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357495,2021-10-21,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357496,2021-10-21,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357497,2021-10-21,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357498,2021-10-21,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357499,2021-10-20,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357500,2021-10-20,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357501,2021-10-20,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357502,2021-10-20,iPad (9th Gen),Tablet,Apple Barcelona,Spain,1,329,329,Free Replaced,October,4,2021,Excellent,Budget
OID-357503,2021-10-20,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357504,2021-10-20,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Warranty Void,October,4,2021,Excellent,Budget
OID-357505,2021-10-19,"iPad Pro (M1, 11-inch)",Tablet,Apple Barcelona,Spain,1,799,799,Free Replaced,October,4,2021,Excellent,Budget
OID-357506,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357507,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357508,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357509,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357510,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357511,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357512,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357513,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357514,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357515,2021-10-19,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357516,2021-10-19,iPhone 13 Pro,Smartphone,Apple Barcelona,Spain,1,999,999,Free Replaced,October,4,2021,Excellent,Budget
OID-357517,2021-10-19,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357518,2021-10-19,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357519,2021-10-19,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357520,2021-10-19,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357521,2021-10-19,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Warranty Void,October,4,2021,Excellent,Mid Range
OID-357522,2021-10-19,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357523,2021-10-19,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357524,2021-10-19,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357525,2021-10-19,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357526,2021-10-19,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357527,2021-10-19,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357528,2021-10-19,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357529,2021-10-19,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357530,2021-10-19,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357531,2021-10-19,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357532,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Warranty Void,October,4,2021,Excellent,Budget
OID-357533,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357534,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357535,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357536,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357537,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357538,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357539,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357540,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357541,2021-10-18,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357543,2021-10-18,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357544,2021-10-18,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357545,2021-10-18,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357546,2021-10-18,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357547,2021-10-18,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357548,2021-10-18,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357549,2021-10-18,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357550,2021-10-18,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357551,2021-10-18,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357552,2021-10-18,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357553,2021-10-17,"iMac (24-inch, M1)",Desktop,Apple Barcelona,Spain,1,1299,1299,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357554,2021-10-17,"iMac (24-inch, M1)",Desktop,Apple Barcelona,Spain,1,1299,1299,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357555,2021-10-17,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357556,2021-10-17,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357557,2021-10-17,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357559,2021-10-17,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357560,2021-10-17,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357561,2021-10-17,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357562,2021-10-17,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357563,2021-10-17,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357564,2021-10-17,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357565,2021-10-17,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357566,2021-10-17,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357567,2021-10-16,"iMac (24-inch, M1)",Desktop,Apple Barcelona,Spain,1,1299,1299,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357568,2021-10-16,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357569,2021-10-16,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357570,2021-10-16,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357571,2021-10-16,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357572,2021-10-16,iPhone 13 Pro,Smartphone,Apple Barcelona,Spain,1,999,999,Free Replaced,October,4,2021,Excellent,Budget
OID-357573,2021-10-16,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357574,2021-10-16,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357575,2021-10-16,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357576,2021-10-16,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357577,2021-10-15,"iPad Pro (M1, 11-inch)",Tablet,Apple Barcelona,Spain,1,799,799,Free Replaced,October,4,2021,Excellent,Budget
OID-357578,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357579,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357580,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357581,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357582,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357583,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357584,2021-10-15,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357585,2021-10-15,Apple TV 4K,Streaming Device,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357586,2021-10-15,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357587,2021-10-15,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357588,2021-10-15,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357589,2021-10-15,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357590,2021-10-15,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357591,2021-10-15,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357592,2021-10-15,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357593,2021-10-14,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357594,2021-10-14,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357595,2021-10-14,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357596,2021-10-14,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357597,2021-10-14,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Warranty Void,October,4,2021,Excellent,Budget
OID-357598,2021-10-14,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357599,2021-10-14,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357600,2021-10-14,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Warranty Void,October,4,2021,Excellent,Mid Range
OID-357601,2021-10-14,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357602,2021-10-14,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357603,2021-10-14,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357604,2021-10-14,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357605,2021-10-13,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357606,2021-10-13,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357607,2021-10-13,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357608,2021-10-13,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357609,2021-10-13,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357610,2021-10-13,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357611,2021-10-13,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357612,2021-10-13,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357613,2021-10-13,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357614,2021-10-13,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357615,2021-10-13,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357616,2021-10-13,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357617,2021-10-13,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357618,2021-10-12,"iPad Pro (M1, 12.9-inch)",Tablet,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357619,2021-10-12,"iMac (24-inch, M1)",Desktop,Apple Barcelona,Spain,1,1299,1299,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357620,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357621,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357622,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357623,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357624,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357625,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357626,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357627,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357628,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357629,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357630,2021-10-12,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357631,2021-10-12,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357632,2021-10-12,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357633,2021-10-12,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357634,2021-10-12,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357635,2021-10-12,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357636,2021-10-12,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357637,2021-10-12,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357638,2021-10-12,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357639,2021-10-12,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357640,2021-10-12,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357641,2021-10-11,"iPad Pro (M1, 11-inch)",Tablet,Apple Barcelona,Spain,1,799,799,Free Replaced,October,4,2021,Excellent,Budget
OID-357642,2021-10-11,"iPad Pro (M1, 12.9-inch)",Tablet,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357643,2021-10-11,"iMac (24-inch, M1)",Desktop,Apple Barcelona,Spain,1,1299,1299,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357644,2021-10-11,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357645,2021-10-11,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357646,2021-10-11,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Warranty Void,October,4,2021,Excellent,Budget
OID-357647,2021-10-11,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357648,2021-10-11,iPhone 13,Smartphone,Apple Barcelona,Spain,1,699,699,Free Replaced,October,4,2021,Excellent,Budget
OID-357649,2021-10-11,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357650,2021-10-11,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357651,2021-10-11,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357652,2021-10-11,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357653,2021-10-11,Apple Watch Series 7,Wearable,Apple Barcelona,Spain,1,399,399,Free Replaced,October,4,2021,Excellent,Budget
OID-357654,2021-10-10,"iPad Pro (M1, 11-inch)",Tablet,Apple Barcelona,Spain,1,799,799,Free Replaced,October,4,2021,Excellent,Budget
OID-357655,2021-10-10,"iPad Pro (M1, 11-inch)",Tablet,Apple Barcelona,Spain,1,799,799,Free Replaced,October,4,2021,Excellent,Budget
OID-357656,2021-10-10,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357657,2021-10-10,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357658,2021-10-10,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357659,2021-10-10,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357660,2021-10-10,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357661,2021-10-10,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357662,2021-10-10,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357663,2021-10-10,"MacBook Pro (M1 Pro, 14-inch)",Laptop,Apple Barcelona,Spain,1,1999,1999,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357664,2021-10-10,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357665,2021-10-10,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357666,2021-10-10,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357667,2021-10-10,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357668,2021-10-09,"MacBook Pro (M1 Max, 16-inch)",Laptop,Apple Barcelona,Spain,1,2499,2499,Free Replaced,October,4,2021,Excellent,Premium
OID-357669,2021-10-08,"iPad Pro (M1, 12.9-inch)",Tablet,Apple Barcelona,Spain,1,1099,1099,Warranty Void,October,4,2021,Excellent,Mid Range
OID-357670,2021-10-08,AirTag,Accessory,Apple Barcelona,Spain,1,29,29,Free Replaced,October,4,2021,Excellent,Budget
OID-357671,2021-10-08,iPhone 13 Pro Max,Smartphone,Apple Barcelona,Spain,1,1099,1099,Free Replaced,October,4,2021,Excellent,Mid Range
OID-357672,2021-10-08,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
OID-357673,2021-10-08,AirPods (3rd Gen),Audio,Apple Barcelona,Spain,1,179,179,Free Replaced,October,4,2021,Excellent,Budget
